Geneid	GeneSymbol	Chromosome	Start	End	Class	Strand	Length
ENSMUSG00000104263.1	 9430062P05Rik	chr9	90156460	90159804	 TEC	-	3344
ENSMUSG00000032363.15	 Adamts7	chr9	90163069	90208071	 protein_coding	+	45002
ENSMUSG00000037410.13	 Tbc1d2b	chr9	90202027	90270804	 protein_coding	-	68777
ENSMUSG00000081520.1	 Gm16200	chr9	90221295	90221625	 processed_pseudogene	-	330
ENSMUSG00000111666.1	 Gm30849	chr9	90303800	90318448	 lncRNA	+	14648
ENSMUSG00000084652.1	 Gm22717	chr9	90315910	90316080	 snRNA	+	170
ENSMUSG00000065881.1	 Gm22866	chr9	90351995	90352171	 snRNA	+	176
ENSMUSG00000099366.1	 Gm2497	chr9	90732924	90733524	 processed_pseudogene	-	600
ENSMUSG00000101938.1	 Gm29605	chr9	90734145	90734436	 processed_pseudogene	-	291
ENSMUSG00000100663.1	 Gm29604	chr9	90747380	90747542	 processed_pseudogene	-	162
ENSMUSG00000099512.1	 Gm28703	chr9	90825302	90828860	 lncRNA	-	3558
ENSMUSG00000103547.1	 Gm37665	chr9	90863159	90863307	 TEC	+	148
ENSMUSG00000102076.1	 Gm20561	chr9	90907906	90908197	 processed_pseudogene	-	291
ENSMUSG00000099406.1	 Gm29408	chr9	90938980	90939195	 lncRNA	+	215
ENSMUSG00000056904.3	 Gm5620	chr9	91097149	91098496	 processed_pseudogene	+	1347
ENSMUSG00000103938.1	 Gm36960	chr9	91128484	91130518	 TEC	-	2034
ENSMUSG00000100568.1	 Gm29602	chr9	91216015	91216456	 processed_pseudogene	+	441
ENSMUSG00000102814.1	 Gm37812	chr9	91270930	91273404	 TEC	-	2474
ENSMUSG00000111210.1	 Gm18378	chr9	91290988	91291615	 processed_pseudogene	+	627
ENSMUSG00000104286.1	 Gm37457	chr9	91325416	91327848	 TEC	-	2432
ENSMUSG00000102568.1	 Gm37040	chr9	91335244	91337067	 TEC	-	1823
ENSMUSG00000101608.1	 Gm28652	chr9	91337601	91340878	 lncRNA	+	3277
ENSMUSG00000102406.1	 A730094K22Rik	chr9	91350214	91350953	 TEC	-	739
ENSMUSG00000032368.14	 Zic1	chr9	91358058	91365810	 protein_coding	-	7752
ENSMUSG00000036972.14	 Zic4	chr9	91362413	91389348	 protein_coding	+	26935
ENSMUSG00000102803.1	 Gm37477	chr9	91380519	91381402	 TEC	-	883
ENSMUSG00000100341.1	 Gm29478	chr9	91404474	91562818	 lncRNA	+	158344
ENSMUSG00000104216.1	 Gm37987	chr9	91757322	91758146	 TEC	-	824
ENSMUSG00000087871.1	 Gm26101	chr9	91839770	91839874	 snRNA	+	104
ENSMUSG00000109896.1	 Gm31409	chr9	91922664	91961118	 lncRNA	-	38454
ENSMUSG00000095654.2	 Plscr5	chr9	92192936	92209772	 protein_coding	+	16836
ENSMUSG00000032369.13	 Plscr1	chr9	92249750	92272278	 protein_coding	+	22528
ENSMUSG00000098766.1	 Mir6386	chr9	92267258	92267361	 miRNA	-	103
ENSMUSG00000032372.14	 Plscr2	chr9	92275602	92297752	 protein_coding	+	22150
ENSMUSG00000101370.1	 Gm29139	chr9	92301963	92305144	 lncRNA	-	3181
ENSMUSG00000074139.8	 1700057G04Rik	chr9	92309377	92357876	 protein_coding	+	48499
ENSMUSG00000082623.1	 Gm15493	chr9	92334552	92335079	 processed_pseudogene	-	527
ENSMUSG00000032377.8	 Plscr4	chr9	92457373	92492456	 protein_coding	+	35083
ENSMUSG00000077400.1	 Gm25417	chr9	92527578	92527708	 snoRNA	-	130
ENSMUSG00000103622.1	 Gm38391	chr9	92538801	92542869	 TEC	-	4068
ENSMUSG00000099610.1	 Gm37545	chr9	92539936	92540083	 processed_pseudogene	-	147
ENSMUSG00000032374.14	 Plod2	chr9	92542223	92608428	 protein_coding	+	66205
ENSMUSG00000101357.1	 Gm2495	chr9	92612512	92612977	 processed_pseudogene	-	465
ENSMUSG00000101822.1	 Gm29396	chr9	92691943	92692756	 processed_pseudogene	+	813
ENSMUSG00000101734.1	 4933400C23Rik	chr9	92717456	92795711	 lncRNA	+	78255
ENSMUSG00000099823.1	 Gm28054	chr9	92895832	92915791	 lncRNA	+	19959
ENSMUSG00000101309.1	 Gm29397	chr9	92976226	92976558	 processed_pseudogene	+	332
ENSMUSG00000100294.6	 1700034K08Rik	chr9	92979914	93005739	 lncRNA	-	25825
ENSMUSG00000098171.1	 Gm9621	chr9	93391368	93392370	 processed_pseudogene	-	1002
ENSMUSG00000111630.1	 Gm47165	chr9	93569574	93570684	 processed_pseudogene	+	1110
ENSMUSG00000111352.1	 Gm5369	chr9	94139462	94140049	 processed_pseudogene	+	587
ENSMUSG00000064889.1	 Gm24200	chr9	94284496	94284652	 snRNA	+	156
ENSMUSG00000101949.1	 Gm5370	chr9	94407553	94408126	 processed_pseudogene	-	573
ENSMUSG00000099359.1	 Gm28934	chr9	94416558	94416903	 processed_pseudogene	+	345
ENSMUSG00000045414.7	 Dipk2a	chr9	94517864	94538081	 protein_coding	-	20217
ENSMUSG00000111019.1	 Gm39404	chr9	94592196	94592508	 processed_pseudogene	+	312
ENSMUSG00000089551.1	 Gm24178	chr9	94644019	94644114	 snRNA	+	95
ENSMUSG00000101595.1	 Gm29395	chr9	94667208	94668818	 lncRNA	-	1610
ENSMUSG00000031129.9	 Slc9a9	chr9	94669909	95230445	 protein_coding	+	560536
ENSMUSG00000089709.1	 Gm16262	chr9	94695704	94702319	 lncRNA	-	6615
ENSMUSG00000098251.1	 Mir7656	chr9	94751829	94751890	 miRNA	+	61
ENSMUSG00000111087.1	 Gm47168	chr9	94992015	94992684	 processed_pseudogene	-	669
ENSMUSG00000033350.7	 Chst2	chr9	95399292	95406722	 protein_coding	-	7430
ENSMUSG00000103755.1	 Gm37805	chr9	95407461	95408554	 TEC	+	1093
ENSMUSG00000101281.1	 Gm8449	chr9	95410669	95411656	 processed_pseudogene	-	987
ENSMUSG00000101459.1	 Gm19193	chr9	95425630	95426359	 processed_pseudogene	+	729
ENSMUSG00000032407.14	 U2surp	chr9	95456898	95511996	 protein_coding	-	55098
ENSMUSG00000101037.1	 Gm28424	chr9	95512151	95513469	 lncRNA	+	1318
ENSMUSG00000110827.1	 Gm32281	chr9	95554497	95558913	 lncRNA	+	4416
ENSMUSG00000064225.6	 Paqr9	chr9	95559657	95568023	 protein_coding	+	8366
ENSMUSG00000086585.1	 Gm16126	chr9	95618911	95648471	 lncRNA	-	29560
ENSMUSG00000101936.1	 Gm28164	chr9	95621978	95622419	 processed_pseudogene	-	441
ENSMUSG00000065346.1	 Gm25582	chr9	95624502	95624611	 snoRNA	+	109
ENSMUSG00000086248.2	 Gm16127	chr9	95636972	95638265	 lncRNA	-	1293
ENSMUSG00000015354.8	 Pcolce2	chr9	95637601	95698096	 protein_coding	+	60495
ENSMUSG00000100825.1	 Itpa-ps2	chr9	95675429	95676017	 processed_pseudogene	-	588
ENSMUSG00000032839.13	 Trpc1	chr9	95705082	95750375	 protein_coding	-	45293
ENSMUSG00000049493.13	 Pls1	chr9	95752642	95845311	 protein_coding	-	92669
ENSMUSG00000096655.2	 1700065D16Rik	chr9	95855418	95858322	 lncRNA	-	2904
ENSMUSG00000032409.15	 Atr	chr9	95857597	95951781	 protein_coding	+	94184
ENSMUSG00000089085.1	 Gm24004	chr9	95934613	95934790	 snRNA	+	177
ENSMUSG00000097777.7	 Gm16794	chr9	95942045	95959393	 lncRNA	-	17348
ENSMUSG00000032410.13	 Xrn1	chr9	95954760	96057803	 protein_coding	+	103043
ENSMUSG00000101867.1	 C78334	chr9	96017934	96024740	 lncRNA	-	6806
ENSMUSG00000100931.1	 Gm28085	chr9	96027101	96040673	 lncRNA	-	13572
ENSMUSG00000103507.1	 Gm38375	chr9	96028624	96030850	 TEC	+	2226
ENSMUSG00000041440.18	 Gk5	chr9	96119362	96184608	 protein_coding	+	65246
ENSMUSG00000032411.15	 Tfdp2	chr9	96196275	96323646	 protein_coding	+	127371
ENSMUSG00000103611.1	 Gm37195	chr9	96219130	96222147	 TEC	+	3017
ENSMUSG00000100382.1	 Gm28924	chr9	96269861	96270101	 processed_pseudogene	-	240
ENSMUSG00000032412.8	 Atp1b3	chr9	96332655	96364442	 protein_coding	-	31787
ENSMUSG00000118397.1	 AC117248.1	chr9	96426326	96449345	 unitary_pseudogene	-	23019
ENSMUSG00000056418.3	 BC043934	chr9	96435783	96438138	 lncRNA	-	2355
ENSMUSG00000051234.6	 Rnf7	chr9	96470937	96478675	 protein_coding	-	7738
ENSMUSG00000099564.2	 Gm28729	chr9	96486001	96525264	 protein_coding	-	39263
ENSMUSG00000099049.1	 Gm27289	chr9	96495132	96495213	 rRNA	-	81
ENSMUSG00000101615.1	 Gm8495	chr9	96537161	96537854	 processed_pseudogene	+	693
ENSMUSG00000032413.12	 Rasa2	chr9	96539300	96631617	 protein_coding	-	92317
ENSMUSG00000084701.1	 n-R5s87	chr9	96549594	96549709	 rRNA	-	115
ENSMUSG00000100522.1	 Gm19280	chr9	96584303	96584507	 processed_pseudogene	+	204
ENSMUSG00000040433.16	 Zbtb38	chr9	96682770	96752831	 protein_coding	-	70061
ENSMUSG00000102097.1	 A930006L05Rik	chr9	96705828	96711449	 lncRNA	+	5621
ENSMUSG00000101581.6	 C430002N11Rik	chr9	96765562	96782477	 lncRNA	+	16915
ENSMUSG00000100383.1	 Gm28688	chr9	96809756	96810023	 processed_pseudogene	+	267
ENSMUSG00000100922.1	 Gm8520	chr9	96813467	96814334	 processed_pseudogene	-	867
ENSMUSG00000043587.15	 Pxylp1	chr9	96823336	96892669	 protein_coding	-	69333
ENSMUSG00000062933.7	 Gm10123	chr9	96895658	96896147	 processed_pseudogene	+	489
ENSMUSG00000101209.1	 Gm8524	chr9	96905507	96905885	 processed_pseudogene	+	378
ENSMUSG00000046997.5	 Spsb4	chr9	96943482	97018843	 protein_coding	-	75361
ENSMUSG00000085541.1	 Gm16010	chr9	97015966	97022043	 lncRNA	+	6077
ENSMUSG00000101376.1	 Gm18291	chr9	97042562	97042862	 processed_pseudogene	-	300
ENSMUSG00000101365.1	 Gm19325	chr9	97047444	97067307	 lncRNA	-	19863
ENSMUSG00000097258.1	 Gm26767	chr9	97068183	97073429	 lncRNA	+	5246
ENSMUSG00000032449.13	 Slc25a36	chr9	97074961	97111157	 protein_coding	-	36196
ENSMUSG00000084911.1	 Gm16185	chr9	97085326	97088610	 lncRNA	+	3284
ENSMUSG00000101502.1	 Rpl7a-ps10	chr9	97179179	97179976	 processed_pseudogene	+	797
ENSMUSG00000101000.1	 Gm5371	chr9	97209044	97210880	 processed_pseudogene	-	1836
ENSMUSG00000101953.1	 Gm29241	chr9	97227800	97228895	 processed_pseudogene	-	1095
ENSMUSG00000099444.1	 Gm29240	chr9	97233815	97234100	 processed_pseudogene	-	285
ENSMUSG00000104167.1	 A030012G06Rik	chr9	97289186	97291065	 TEC	+	1879
ENSMUSG00000032451.6	 Trim42	chr9	97349562	97369958	 protein_coding	-	20396
ENSMUSG00000087167.1	 Gm15891	chr9	97349616	97369945	 lncRNA	+	20329
ENSMUSG00000077208.1	 Gm25607	chr9	97439501	97439627	 snoRNA	-	126
ENSMUSG00000032452.12	 Clstn2	chr9	97444395	98033181	 protein_coding	-	588786
ENSMUSG00000104462.1	 Gm37661	chr9	97928606	97930155	 TEC	-	1549
ENSMUSG00000090255.7	 4921534H16Rik	chr9	98003420	98012175	 lncRNA	+	8755
ENSMUSG00000046995.3	 2610303G11Rik	chr9	98186527	98187153	 lncRNA	-	626
ENSMUSG00000032456.13	 Nmnat3	chr9	98287435	98420438	 protein_coding	+	133003
ENSMUSG00000101452.1	 Gm28530	chr9	98301650	98302226	 processed_pseudogene	+	576
ENSMUSG00000046402.10	 Rbp1	chr9	98422961	98446575	 protein_coding	+	23614
ENSMUSG00000032454.9	 Rbp2	chr9	98486115	98509781	 protein_coding	+	23666
ENSMUSG00000103579.1	 Gm37113	chr9	98493968	98495124	 TEC	+	1156
ENSMUSG00000051074.4	 4930579K19Rik	chr9	98562229	98563611	 lncRNA	-	1382
ENSMUSG00000032458.6	 Copb2	chr9	98563721	98588382	 protein_coding	+	24661
ENSMUSG00000111777.1	 Gm47147	chr9	98575308	98576766	 processed_pseudogene	-	1458
ENSMUSG00000032459.9	 Mrps22	chr9	98588730	98601660	 protein_coding	-	12930
ENSMUSG00000102861.1	 Gm37637	chr9	98590495	98591750	 lncRNA	+	1255
ENSMUSG00000098939.1	 Gm27919	chr9	98705730	98705836	 misc_RNA	-	106
ENSMUSG00000102458.1	 Pisrt1	chr9	98705752	98706266	 TEC	-	514
ENSMUSG00000102013.1	 E330023G01Rik	chr9	98748599	98820087	 lncRNA	-	71488
ENSMUSG00000102889.1	 Gm37282	chr9	98767653	98767816	 TEC	-	163
ENSMUSG00000103276.1	 Gm37917	chr9	98767930	98768321	 TEC	+	391
ENSMUSG00000103949.1	 Gm38226	chr9	98771105	98771625	 TEC	+	520
ENSMUSG00000091080.2	 Prr23a1	chr9	98842503	98843385	 protein_coding	+	882
ENSMUSG00000063058.2	 Prr23a2	chr9	98856494	98857374	 protein_coding	+	880
ENSMUSG00000090470.2	 Prr23a3	chr9	98864767	98866583	 protein_coding	+	1816
ENSMUSG00000100839.1	 Gm5920	chr9	98873064	98873916	 processed_pseudogene	-	852
ENSMUSG00000110788.1	 Gm33700	chr9	98888211	98888907	 processed_pseudogene	+	696
ENSMUSG00000074123.1	 7420426K07Rik	chr9	98903119	98904622	 protein_coding	+	1503
ENSMUSG00000111411.1	 Gm33778	chr9	98918978	98919681	 processed_pseudogene	+	703
ENSMUSG00000101240.1	 Gm28266	chr9	98925174	98925612	 processed_pseudogene	-	438
ENSMUSG00000097072.7	 Foxl2os	chr9	98949781	98955299	 lncRNA	-	5518
ENSMUSG00000050397.4	 Foxl2	chr9	98955288	98958543	 protein_coding	+	3255
ENSMUSG00000032463.10	 Faim	chr9	98986373	99002021	 protein_coding	+	15648
ENSMUSG00000044860.9	 Gm1123	chr9	99006790	99035715	 protein_coding	-	28925
ENSMUSG00000032462.14	 Pik3cb	chr9	99036654	99140621	 protein_coding	-	103967
ENSMUSG00000101498.1	 Gm2950	chr9	99220048	99220567	 processed_pseudogene	-	519
ENSMUSG00000096316.7	 Faiml	chr9	99229376	99237239	 protein_coding	-	7863
ENSMUSG00000103638.1	 Gm38327	chr9	99241851	99243605	 TEC	-	1754
ENSMUSG00000056267.14	 Cep70	chr9	99243367	99300404	 protein_coding	+	57037
ENSMUSG00000111651.1	 Gm47199	chr9	99259475	99260207	 processed_pseudogene	-	732
ENSMUSG00000111383.1	 Gm18914	chr9	99260945	99261560	 processed_pseudogene	-	615
ENSMUSG00000100281.1	 4930422M22Rik	chr9	99299007	99304675	 lncRNA	-	5668
ENSMUSG00000103857.1	 Gm37249	chr9	99307583	99310451	 TEC	+	2868
ENSMUSG00000037681.13	 Esyt3	chr9	99309963	99358557	 protein_coding	-	48594
ENSMUSG00000103452.1	 1700008A23Rik	chr9	99322826	99323516	 TEC	+	690
ENSMUSG00000100123.1	 Gm28087	chr9	99367033	99368490	 lncRNA	+	1457
ENSMUSG00000032470.17	 Mras	chr9	99385420	99437381	 protein_coding	-	51961
ENSMUSG00000046242.8	 Nme9	chr9	99451475	99474751	 protein_coding	+	23276
ENSMUSG00000032468.11	 Armc8	chr9	99478372	99568899	 protein_coding	-	90527
ENSMUSG00000032469.12	 Dbr1	chr9	99575799	99584501	 protein_coding	+	8702
ENSMUSG00000037953.7	 A4gnt	chr9	99612502	99622367	 protein_coding	+	9865
ENSMUSG00000037784.14	 Dzip1l	chr9	99629496	99669256	 protein_coding	+	39760
ENSMUSG00000032473.13	 Cldn18	chr9	99689461	99717267	 protein_coding	-	27806
ENSMUSG00000089655.1	 Gm16004	chr9	99708399	99756043	 lncRNA	+	47644
ENSMUSG00000077215.1	 Gm23949	chr9	99750391	99750517	 snoRNA	-	126
ENSMUSG00000110929.1	 Gm47757	chr9	99848283	99858313	 lncRNA	-	10030
ENSMUSG00000053747.9	 Sox14	chr9	99874106	99876170	 protein_coding	-	2064
ENSMUSG00000077495.1	 Gm23594	chr9	99943709	99943842	 snoRNA	+	133
ENSMUSG00000099631.1	 Gm8641	chr9	99946564	99947389	 processed_pseudogene	-	825
ENSMUSG00000101584.2	 4930519F24Rik	chr9	100022300	100034672	 lncRNA	+	12372
ENSMUSG00000103407.1	 4930540E01Rik	chr9	100173001	100174146	 TEC	-	1145
ENSMUSG00000101042.1	 Gm28167	chr9	100321611	100323524	 lncRNA	-	1913
ENSMUSG00000111258.1	 Gm34397	chr9	100384202	100391907	 lncRNA	-	7705
ENSMUSG00000100122.1	 Gm28267	chr9	100404495	100404759	 processed_pseudogene	+	264
ENSMUSG00000101287.1	 Gm28166	chr9	100450322	100451912	 lncRNA	+	1590
ENSMUSG00000044244.18	 Il20rb	chr9	100457719	100486788	 protein_coding	-	29069
ENSMUSG00000032475.15	 Nck1	chr9	100492293	100546134	 protein_coding	-	53841
ENSMUSG00000100176.1	 Gm28586	chr9	100530616	100531071	 lncRNA	-	455
ENSMUSG00000070287.3	 Slc35g2	chr9	100552188	100571090	 protein_coding	-	18902
ENSMUSG00000037286.15	 Stag1	chr9	100597798	100959375	 protein_coding	+	361577
ENSMUSG00000111164.1	 Gm47803	chr9	100604854	100604988	 processed_pseudogene	-	134
ENSMUSG00000086225.1	 Gm8661	chr9	100624974	100625965	 processed_pseudogene	-	991
ENSMUSG00000103657.1	 Gm37204	chr9	100665839	100669799	 TEC	+	3960
ENSMUSG00000104272.1	 Gm38297	chr9	100703213	100704269	 TEC	+	1056
ENSMUSG00000103624.1	 Gm3081	chr9	100877091	100880115	 TEC	+	3024
ENSMUSG00000032527.13	 Pccb	chr9	100982032	101034898	 protein_coding	-	52866
ENSMUSG00000100563.1	 Gm3096	chr9	101053542	101053905	 processed_pseudogene	+	363
ENSMUSG00000066415.4	 Msl2	chr9	101074101	101104800	 protein_coding	+	30699
ENSMUSG00000104383.1	 Gm37553	chr9	101092977	101094578	 TEC	+	1601
ENSMUSG00000043154.15	 Ppp2r3a	chr9	101105084	101251795	 protein_coding	-	146711
ENSMUSG00000104392.1	 Gm37962	chr9	101113805	101115838	 TEC	+	2033
ENSMUSG00000103672.1	 Gm37621	chr9	101116701	101122231	 TEC	+	5530
ENSMUSG00000104061.1	 Gm37953	chr9	101150312	101152195	 TEC	+	1883
ENSMUSG00000102452.1	 Gm38344	chr9	101186556	101187908	 TEC	-	1352
ENSMUSG00000104094.1	 Gm37314	chr9	101188598	101191282	 TEC	-	2684
ENSMUSG00000077393.1	 Gm24338	chr9	101222952	101223078	 snoRNA	+	126
ENSMUSG00000101001.1	 Gm3121	chr9	101281368	101281773	 processed_pseudogene	-	405
ENSMUSG00000099947.1	 Gm28660	chr9	101337720	101337972	 processed_pseudogene	-	252
ENSMUSG00000101941.1	 Gm28979	chr9	101342194	101348017	 lncRNA	+	5823
ENSMUSG00000096166.1	 Gm24638	chr9	101392979	101393110	 snoRNA	-	131
ENSMUSG00000101550.1	 Gm29385	chr9	101435683	101436045	 processed_pseudogene	-	362
ENSMUSG00000061486.7	 Gm5161	chr9	101448501	101449353	 processed_pseudogene	-	852
ENSMUSG00000111696.1	 Gm47932	chr9	101754915	101757705	 processed_pseudogene	-	2790
ENSMUSG00000111269.1	 Gm47933	chr9	101757753	101758863	 processed_pseudogene	-	1110
ENSMUSG00000111672.1	 Gm47934	chr9	101758542	101758809	 processed_pseudogene	+	267
ENSMUSG00000100807.2	 Gm29521	chr9	101770369	101862489	 lncRNA	-	92120
ENSMUSG00000057710.7	 9630041A04Rik	chr9	101861841	101943228	 protein_coding	+	81387
ENSMUSG00000104282.1	 Gm37460	chr9	101911008	101913256	 TEC	-	2248
ENSMUSG00000032537.15	 Ephb1	chr9	101922128	102354693	 protein_coding	-	432565
ENSMUSG00000103026.1	 Gm31326	chr9	101989260	101990307	 TEC	+	1047
ENSMUSG00000104041.1	 Gm37562	chr9	102052230	102056557	 TEC	-	4327
ENSMUSG00000065107.1	 n-R5s88	chr9	102127888	102128005	 rRNA	+	117
ENSMUSG00000101648.1	 Gm29388	chr9	102151242	102153717	 lncRNA	-	2475
ENSMUSG00000102963.1	 Gm37945	chr9	102172738	102177104	 TEC	+	4366
ENSMUSG00000102702.1	 Gm37260	chr9	102273736	102274986	 TEC	+	1250
ENSMUSG00000098521.1	 Mir7243	chr9	102304924	102304975	 miRNA	-	51
ENSMUSG00000097524.1	 Gm26846	chr9	102345903	102354694	 lncRNA	+	8791
ENSMUSG00000088138.1	 Gm22894	chr9	102373118	102373220	 snRNA	+	102
ENSMUSG00000111859.1	 Gm47983	chr9	102486790	102487080	 TEC	+	290
ENSMUSG00000035606.8	 Ky	chr9	102505750	102546239	 protein_coding	+	40489
ENSMUSG00000088324.1	 Gm25669	chr9	102547766	102547877	 rRNA	+	111
ENSMUSG00000101563.1	 Gm7364	chr9	102551632	102553132	 processed_pseudogene	+	1500
ENSMUSG00000102126.1	 Gm29143	chr9	102556108	102556308	 processed_pseudogene	+	200
ENSMUSG00000100279.1	 Gm29387	chr9	102559300	102570708	 lncRNA	+	11408
ENSMUSG00000110739.1	 Gm17950	chr9	102570582	102571227	 processed_pseudogene	-	645
ENSMUSG00000032534.18	 Cep63	chr9	102584588	102626534	 protein_coding	-	41946
ENSMUSG00000035048.13	 Anapc13	chr9	102626296	102634425	 protein_coding	+	8129
ENSMUSG00000099491.1	 4930533D04Rik	chr9	102692885	102693834	 lncRNA	+	949
ENSMUSG00000102200.1	 Gm36957	chr9	102698179	102701002	 TEC	-	2823
ENSMUSG00000032531.15	 Amotl2	chr9	102716672	102733418	 protein_coding	+	16746
ENSMUSG00000093812.1	 Gm5627	chr9	102739648	102756685	 lncRNA	+	17037
ENSMUSG00000102204.1	 Gm36958	chr9	102764635	102766509	 TEC	-	1874
ENSMUSG00000110884.1	 Gm47416	chr9	102771495	102790260	 lncRNA	+	18765
ENSMUSG00000111395.1	 Gm18655	chr9	102819861	102820950	 processed_pseudogene	-	1089
ENSMUSG00000032547.12	 Ryk	chr9	102834917	102908305	 protein_coding	+	73388
ENSMUSG00000110877.1	 Gm47427	chr9	102851835	102852473	 TEC	+	638
ENSMUSG00000032548.14	 Slco2a1	chr9	102988712	103096002	 protein_coding	+	107290
ENSMUSG00000084539.1	 Gm25842	chr9	102991895	102992216	 misc_RNA	+	321
ENSMUSG00000065466.1	 n-R5s89	chr9	103011417	103011520	 rRNA	-	103
ENSMUSG00000077438.1	 Gm22595	chr9	103022337	103022466	 snoRNA	-	129
ENSMUSG00000110765.1	 Gm47468	chr9	103082741	103085537	 lncRNA	-	2796
ENSMUSG00000032549.7	 Rab6b	chr9	103111787	103185276	 protein_coding	+	73489
ENSMUSG00000102461.1	 Gm37166	chr9	103120368	103122841	 TEC	+	2473
ENSMUSG00000032553.14	 Srprb	chr9	103188032	103202137	 protein_coding	-	14105
ENSMUSG00000090639.1	 Gm20425	chr9	103190208	103230307	 protein_coding	-	40099
ENSMUSG00000032554.15	 Trf	chr9	103204001	103230444	 protein_coding	-	26443
ENSMUSG00000033688.10	 1300017J02Rik	chr9	103250521	103305082	 protein_coding	-	54561
ENSMUSG00000032555.10	 Topbp1	chr9	103305215	103350428	 protein_coding	+	45213
ENSMUSG00000032803.15	 Cdv3	chr9	103353094	103365840	 protein_coding	-	12746
ENSMUSG00000101419.1	 Gm29600	chr9	103409169	103409545	 processed_pseudogene	+	376
ENSMUSG00000111399.1	 Gm47328	chr9	103412358	103423200	 lncRNA	-	10842
ENSMUSG00000086236.9	 5830418P13Rik	chr9	103423578	103461260	 lncRNA	+	37682
ENSMUSG00000032556.11	 Bfsp2	chr9	103424924	103480420	 protein_coding	-	55496
ENSMUSG00000085168.2	 Gm16252	chr9	103472084	103493249	 lncRNA	+	21165
ENSMUSG00000042757.16	 Tmem108	chr9	103482947	103761837	 protein_coding	-	278890
ENSMUSG00000111278.1	 Gm32743	chr9	103521787	103545977	 lncRNA	+	24190
ENSMUSG00000089497.1	 Gm26360	chr9	103526817	103526919	 snRNA	-	102
ENSMUSG00000102257.1	 Gm37649	chr9	103541303	103543534	 TEC	-	2231
ENSMUSG00000099616.1	 4932413F04Rik	chr9	103557090	103565891	 lncRNA	+	8801
ENSMUSG00000102441.1	 Gm38032	chr9	103598576	103600164	 TEC	-	1588
ENSMUSG00000100266.2	 Gm5372	chr9	103888009	103888417	 processed_pseudogene	+	408
ENSMUSG00000099722.3	 Gm29154	chr9	103888423	103960376	 lncRNA	-	71953
ENSMUSG00000111035.1	 Gm33054	chr9	104001760	104002339	 lncRNA	-	579
ENSMUSG00000032558.19	 Nphp3	chr9	104002544	104043818	 protein_coding	+	41274
ENSMUSG00000101152.1	 Gm28305	chr9	104040662	104075879	 protein_coding	+	35217
ENSMUSG00000103062.1	 Gm37200	chr9	104043605	104045776	 TEC	-	2171
ENSMUSG00000032557.13	 Uba5	chr9	104046599	104063134	 protein_coding	-	16535
ENSMUSG00000104268.1	 Gm37750	chr9	104053327	104053455	 TEC	+	128
ENSMUSG00000090150.10	 Acad11	chr9	104063377	104127725	 protein_coding	+	64348
ENSMUSG00000079355.5	 Ackr4	chr9	104084157	104126933	 protein_coding	-	42776
ENSMUSG00000111039.1	 Gm47000	chr9	104101135	104101613	 TEC	+	478
ENSMUSG00000111218.1	 Gm46999	chr9	104104436	104104800	 TEC	+	364
ENSMUSG00000032560.14	 Dnajc13	chr9	104151282	104262930	 protein_coding	-	111648
ENSMUSG00000099773.1	 Hmgb1-rs16	chr9	104169199	104169811	 processed_pseudogene	-	612
ENSMUSG00000104040.1	 Gm37563	chr9	104262105	104263617	 TEC	+	1512
ENSMUSG00000032561.15	 Acpp	chr9	104288251	104337748	 protein_coding	-	49497
ENSMUSG00000100346.2	 Gm28996	chr9	104344131	104344851	 processed_pseudogene	-	720
ENSMUSG00000099599.1	 Gm28548	chr9	104361832	104385031	 lncRNA	+	23199
ENSMUSG00000089406.1	 Mir2136	chr9	104426113	104426187	 miRNA	+	74
ENSMUSG00000089116.1	 Gm25904	chr9	104481368	104481510	 snoRNA	-	142
ENSMUSG00000032564.16	 Cpne4	chr9	104547286	105034544	 protein_coding	+	487258
ENSMUSG00000088204.1	 Gm23391	chr9	104994916	104995019	 miRNA	+	103
ENSMUSG00000032563.16	 Mrpl3	chr9	105053239	105079888	 protein_coding	+	26649
ENSMUSG00000104344.1	 Gm38077	chr9	105064777	105068021	 TEC	+	3244
ENSMUSG00000111044.1	 Gm47106	chr9	105064805	105088286	 lncRNA	-	23481
ENSMUSG00000111472.1	 Gm47103	chr9	105085920	105087030	 processed_pseudogene	+	1110
ENSMUSG00000111824.1	 Gm47102	chr9	105087075	105090181	 processed_pseudogene	+	3106
ENSMUSG00000032565.9	 Nudt16	chr9	105128903	105131824	 protein_coding	-	2921
ENSMUSG00000032566.4	 Nudt16l2	chr9	105143342	105145092	 protein_coding	-	1750
ENSMUSG00000035032.12	 Nek11	chr9	105162156	105395524	 protein_coding	-	233368
ENSMUSG00000103118.1	 Gm37582	chr9	105163125	105164533	 TEC	+	1408
ENSMUSG00000093590.1	 Gm20643	chr9	105208196	105211863	 lncRNA	+	3667
ENSMUSG00000085430.2	 Gm15619	chr9	105333513	105348916	 lncRNA	+	15403
